,Title,Artist,Year,Count
3079,"First Love, First Tears",Duane Eddy His Twangy Guitar And The Rebels,1959,9
3080,The Story Of Our Love,Johnny Mathis,1959,2
3081,Makin' Love,Floyd Robinson,1959,18
3082,"I Loves You, Porgy",Nina Simone,1959,15
3083,Sea Of Love,Phil Phillips With The Twilights,1959,18
3084,A Lover's Prayer,Dion & The Belmonts,1959,3
3085,"Darling, I Love You",Al Martino,1959,6
3086,Plenty Good Lovin',Connie Francis,1959,7
3087,If You Don't Want My Lovin',"Carl Dobkins, Jr.",1959,3
3088,I'll Never Fall In Love Again,Johnnie Ray,1959,6
3089,Love Walked In,The Flamingos,1959,3
3090,My Own True Love,Jimmy Clanton,1959,12
3091,Like I Love You,Edd Byrnes and Friend,1959,9
3092,A Big Hunk O' Love,Elvis Presley With The Jordanaires,1959,14
3093,What Is Love?,The Playmates,1959,13
3094,If You Love Me,LaVern Baker,1959,2
3095,Dream Lover,Bobby Darin,1959,17
3096,A Teenager In Love,Dion & The Belmonts,1959,15
3097,I Love An Angel,Little Bill and The Bluenotes,1959,6
3098,Summer's Love,Richard Barrett With The Chantels,1959,2
3099,Flower Of Love,The Crests featuring Johnny Mastro,1959,6
3100,"One Love, One Heart",The Four Coins,1959,4
3101,You Made Me Love You,Nat King Cole,1959,9
3102,I Need Your Love Tonight,Elvis Presley With The Jordanaires,1959,13
3103,That's Why (I Love You So),Jackie Wilson,1959,13
3104,(I Don't Care) Only Love Me,Steve Lawrence,1959,4
3105,Lovey Dovey,Clyde McPhatter,1959,8
3106,"Hallelujah, I Love Him So",Peggy Lee,1959,2
3107,I Need Your Lovin',Roy Hamilton,1959,5
3108,Love Me In The Daytime,Doris Day,1959,1
3109,Heavenly Lover,Teresa Brewer,1959,8
3110,Star Love,The Playmates,1959,4
3111,The Story Of My Love,Conway Twitty,1959,12
3112,A House Of Love,Scott Garrett,1959,1
3113,A Lover's Question,Clyde McPhatter,1959,12
3114,A Lover's Question,Clyde McPhatter,1958,12
3115,Lovers Never Say Goodbye,The Flamingos,1959,10
3116,Let's Love,Johnny Mathis,1959,9
3117,Love You Most Of All,Sam Cooke,1959,9
3118,Love You Most Of All,Sam Cooke,1958,7
3119,Whole Lotta Loving,Fats Domino,1959,8
3120,Whole Lotta Loving,Fats Domino,1958,7
3121,"To Know Him, Is To Love Him",The Teddy Bears,1959,8
3122,"To Know Him, Is To Love Him",The Teddy Bears,1958,15
3123,Give Me Your Love,Nat King Cole,1959,4
3124,Love Is All We Need,Tommy Edwards,1959,6
3125,Love Is All We Need,Tommy Edwards,1958,10
3126,Pledging My Love,Roy Hamilton,1959,5
3127,Pledging My Love,Roy Hamilton,1958,7
3128,Love Of My Life,The Everly Brothers,1958,6
3129,Ten Commandments Of Love,Harvey & The Moonglows,1958,16
3130,Need Your Love,Bobby Freeman,1958,5
3131,Tunnel Of Love,Doris Day,1958,8
3132,Love Makes The World Go 'round,Perry Como,1958,10
3133,Light Of Love,Peggy Lee,1958,6
3134,With Your Love,Jack Scott,1958,10
3135,Treasure Of Your Love,Eileen Rodgers,1958,15
3136,Win Your Love For Me,Sam Cooke,1958,16
3137,"Promise Me, Love",Andy Williams,1958,12
3138,Down The Aisle Of Love,The Quin-Tones,1958,12
3139,The Ways Of A Woman In Love,Johnny Cash And The Tennessee Two,1958,11
3140,Please Love Me Forever,Tommy Edwards,1958,3
3141,My True Love,Jack Scott,1958,13
3142,My Lucky Love,Doug Franklin With The Bluenotes,1958,4
3143,Everybody Loves A Lover,Doris Day,1958,11
3144,We Have Love,Jackie Wilson,1958,2
3145,Fire Of Love,Jody Reynolds,1958,5
3146,Strange Are The Ways Of Love,Gogi Grant,1958,3
3147,That's How Much I Love You,Pat Boone,1958,5
3148,For Your Precious Love,Jerry Butler and The Impressions,1958,4
